Bar Name,Brand Name,Date,Daily Consumption (ml),Year,Month,Weekday,DayOfWeek,Rolling_7d
Brown's Bar,Heineken,2023-08-04,566.54,2023,8,Friday,4,437.9485714285714
Brown's Bar,Heineken,2023-08-12,445.85,2023,8,Saturday,5,469.4271428571428
Brown's Bar,Heineken,2023-10-03,148.2,2023,10,Tuesday,1,413.88142857142856
Brown's Bar,Heineken,2023-10-07,401.17,2023,10,Saturday,5,408.34000000000003
Brown's Bar,Heineken,2024-01-01,111.63,2024,1,Monday,0,374.99571428571426
Brown's Bar,Jack Daniels,2023-01-02,200.99,2023,1,Monday,0,200.99
Brown's Bar,Jack Daniels,2023-01-04,201.9,2023,1,Wednesday,2,201.445
Brown's Bar,Jack Daniels,2023-01-05,468.93,2023,1,Thursday,3,290.6066666666667
Brown's Bar,Jack Daniels,2023-01-06,231.83,2023,1,Friday,4,275.9125
Brown's Bar,Jack Daniels,2023-01-10,400.32,2023,1,Tuesday,1,300.794
Brown's Bar,Jack Daniels,2023-01-11,371.07,2023,1,Wednesday,2,312.50666666666666
Brown's Bar,Jack Daniels,2023-01-12,579.32,2023,1,Thursday,3,350.6228571428572
Brown's Bar,Jack Daniels,2023-02-01,457.85,2023,2,Wednesday,2,387.3171428571428
Brown's Bar,Jack Daniels,2023-02-03,549.9,2023,2,Friday,4,437.0314285714286
Brown's Bar,Jack Daniels,2023-02-05,358.81,2023,2,Sunday,6,421.3
Brown's Bar,Jack Daniels,2023-02-08,532.96,2023,2,Wednesday,2,464.31857142857143
Brown's Bar,Jack Daniels,2023-02-10,546.49,2023,2,Friday,4,485.19999999999993
Brown's Bar,Jack Daniels,2023-03-04,137.12,2023,3,Saturday,5,451.77857142857147
Brown's Bar,Jack Daniels,2023-03-05,276.96,2023,3,Sunday,6,408.5842857142857
Brown's Bar,Jack Daniels,2023-03-07,310.89,2023,3,Tuesday,1,387.59000000000003
Brown's Bar,Jack Daniels,2023-03-08,0.0,2023,3,Wednesday,2,309.03285714285715
Brown's Bar,Jack Daniels,2023-03-10,172.07,2023,3,Friday,4,282.35571428571427
Brown's Bar,Jack Daniels,2023-04-04,547.48,2023,4,Tuesday,1,284.43
Brown's Bar,Jack Daniels,2023-04-07,168.89,2023,4,Friday,4,230.48714285714283
Brown's Bar,Jack Daniels,2023-04-12,575.89,2023,4,Wednesday,2,293.16857142857145
Brown's Bar,Jack Daniels,2023-05-01,227.02,2023,5,Monday,0,286.0342857142857
Brown's Bar,Jack Daniels,2023-05-06,426.16,2023,5,Saturday,5,302.5014285714286
Brown's Bar,Jack Daniels,2023-05-11,527.55,2023,5,Thursday,3,377.86571428571426
Brown's Bar,Jack Daniels,2023-05-12,204.03,2023,5,Friday,4,382.43142857142857
Brown's Bar,Jack Daniels,2023-06-11,466.07,2023,6,Sunday,6,370.8014285714285
Brown's Bar,Jack Daniels,2023-07-02,342.22,2023,7,Sunday,6,395.5628571428571
Brown's Bar,Jack Daniels,2023-07-03,455.08,2023,7,Monday,0,378.30428571428575
Brown's Bar,Jack Daniels,2023-07-06,50.71,2023,7,Thursday,3,353.1171428571429
Brown's Bar,Jack Daniels,2023-08-02,298.43,2023,8,Wednesday,2,334.87
Brown's Bar,Jack Daniels,2023-08-06,102.36,2023,8,Sunday,6,274.12857142857143
Brown's Bar,Jack Daniels,2023-10-03,0.0,2023,10,Tuesday,1,244.98142857142858
Brown's Bar,Jack Daniels,2023-10-08,0.0,2023,10,Sunday,6,178.40000000000003
Brown's Bar,Jack Daniels,2023-10-10,0.0,2023,10,Tuesday,1,129.51142857142855
Brown's Bar,Jack Daniels,2023-11-03,0.0,2023,11,Friday,4,64.5
Brown's Bar,Jack Daniels,2023-11-05,0.0,2023,11,Sunday,6,57.25571428571429
Brown's Bar,Jack Daniels,2023-12-04,0.0,2023,12,Monday,0,14.622857142857143
Brown's Bar,Jack Daniels,2023-12-05,0.0,2023,12,Tuesday,1,0.0
Brown's Bar,Jack Daniels,2023-12-09,0.0,2023,12,Saturday,5,0.0
Brown's Bar,Jack Daniels,2023-12-10,0.0,2023,12,Sunday,6,0.0
Brown's Bar,Jameson,2023-01-09,586.74,2023,1,Monday,0,586.74
Brown's Bar,Jameson,2023-02-06,482.22,2023,2,Monday,0,534.48
Brown's Bar,Jameson,2023-02-07,743.22,2023,2,Tuesday,1,604.0600000000001
Brown's Bar,Jameson,2023-02-09,108.36,2023,2,Thursday,3,480.135
Brown's Bar,Jameson,2023-02-11,394.11,2023,2,Saturday,5,462.93
Brown's Bar,Jameson,2023-03-09,448.77,2023,3,Thursday,3,460.57
Brown's Bar,Jameson,2023-05-07,196.14,2023,5,Sunday,6,422.7942857142857
Brown's Bar,Jameson,2023-07-09,150.35,2023,7,Sunday,6,360.4528571428571
Brown's Bar,Jameson,2023-07-10,333.48,2023,7,Monday,0,339.20428571428573
Brown's Bar,Jameson,2023-08-04,505.21,2023,8,Friday,4,305.20285714285717
Brown's Bar,Jameson,2023-08-07,128.84,2023,8,Monday,0,308.12857142857143
Brown's Bar,Jameson,2023-08-08,159.09,2023,8,Tuesday,1,274.55428571428575
Brown's Bar,Jameson,2023-08-10,543.61,2023,8,Thursday,3,288.10285714285715
Brown's Bar,Jameson,2023-08-12,122.12,2023,8,Saturday,5,277.5285714285714
Brown's Bar,Jameson,2023-09-04,0.0,2023,9,Monday,0,256.05
Brown's Bar,Jameson,2023-09-05,197.35,2023,9,Tuesday,1,236.60285714285715
Brown's Bar,Jameson,2023-09-07,149.37,2023,9,Thursday,3,185.76857142857142
Brown's Bar,Jameson,2023-09-10,258.98,2023,9,Sunday,6,204.35999999999999
Brown's Bar,Jameson,2023-09-12,273.65,2023,9,Tuesday,1,220.72571428571428
Brown's Bar,Jameson,2023-10-05,147.5,2023,10,Thursday,3,164.13857142857142
Brown's Bar,Jameson,2023-10-06,108.58,2023,10,Friday,4,162.2042857142857
Brown's Bar,Jameson,2023-11-01,323.44,2023,11,Wednesday,2,208.41
Brown's Bar,Jameson,2023-11-10,496.39,2023,11,Friday,4,251.12999999999997
Brown's Bar,Jameson,2023-12-06,226.85,2023,12,Wednesday,2,262.1985714285714
Brown's Bar,Jameson,2023-12-12,428.02,2023,12,Tuesday,1,286.34714285714284
Brown's Bar,Jim Beam,2023-01-01,0.0,2023,1,Sunday,6,0.0
Brown's Bar,Jim Beam,2023-01-03,227.73,2023,1,Tuesday,1,113.865
Brown's Bar,Jim Beam,2023-01-08,496.02,2023,1,Sunday,6,241.25
Brown's Bar,Jim Beam,2023-02-02,0.0,2023,2,Thursday,3,180.9375
Brown's Bar,Jim Beam,2023-02-12,522.14,2023,2,Sunday,6,249.17799999999997
Brown's Bar,Jim Beam,2023-03-03,433.5,2023,3,Friday,4,279.8983333333333
Brown's Bar,Jim Beam,2023-03-12,408.7,2023,3,Sunday,6,298.29857142857145
Brown's Bar,Jim Beam,2023-04-03,379.43,2023,4,Monday,0,352.5028571428571
Brown's Bar,Jim Beam,2023-05-02,280.4,2023,5,Tuesday,1,360.02714285714285
Brown's Bar,Jim Beam,2023-05-03,356.0,2023,5,Wednesday,2,340.0242857142857
Brown's Bar,Jim Beam,2023-05-04,130.13,2023,5,Thursday,3,358.61428571428576
Brown's Bar,Jim Beam,2023-05-05,421.17,2023,5,Friday,4,344.19
Brown's Bar,Jim Beam,2023-06-01,302.48,2023,6,Thursday,3,325.47285714285715
Brown's Bar,Jim Beam,2023-06-04,542.0,2023,6,Sunday,6,344.5157142857143
Brown's Bar,Jim Beam,2023-06-05,123.42,2023,6,Monday,0,307.9428571428571
Brown's Bar,Jim Beam,2023-06-08,332.79,2023,6,Thursday,3,315.4271428571428
Brown's Bar,Jim Beam,2023-07-01,460.27,2023,7,Saturday,5,330.3228571428572
Brown's Bar,Jim Beam,2023-07-04,0.0,2023,7,Tuesday,1,311.73285714285714
Brown's Bar,Jim Beam,2023-07-07,455.95,2023,7,Friday,4,316.70142857142855
Brown's Bar,Jim Beam,2023-07-11,425.43,2023,7,Tuesday,1,334.2657142857143
Brown's Bar,Jim Beam,2023-07-12,247.1,2023,7,Wednesday,2,292.13714285714286
Brown's Bar,Jim Beam,2023-08-05,127.83,2023,8,Saturday,5,292.76714285714286
Brown's Bar,Jim Beam,2023-08-09,530.45,2023,8,Wednesday,2,321.0042857142857
Brown's Bar,Jim Beam,2023-08-11,540.65,2023,8,Friday,4,332.4871428571428
Brown's Bar,Jim Beam,2023-09-06,393.17,2023,9,Wednesday,2,388.6542857142857
Brown's Bar,Jim Beam,2023-09-08,294.42,2023,9,Friday,4,365.5785714285715
Brown's Bar,Jim Beam,2023-09-09,423.89,2023,9,Saturday,5,365.3585714285714
Brown's Bar,Jim Beam,2023-10-07,338.05,2023,10,Saturday,5,378.3514285714286
Brown's Bar,Jim Beam,2023-10-12,554.33,2023,10,Thursday,3,439.28000000000003
Brown's Bar,Jim Beam,2023-11-02,475.54,2023,11,Thursday,3,431.4357142857143
Brown's Bar,Jim Beam,2023-11-04,0.0,2023,11,Saturday,5,354.2
Brown's Bar,Jim Beam,2023-11-06,547.98,2023,11,Monday,0,376.3157142857143
Brown's Bar,Jim Beam,2023-11-07,960.19,2023,11,Tuesday,1,471.42571428571426
Brown's Bar,Jim Beam,2023-11-09,277.64,2023,11,Thursday,3,450.53285714285715
Brown's Bar,Jim Beam,2023-12-07,466.06,2023,12,Thursday,3,468.82
Brown's Bar,Malibu,2023-01-09,361.04,2023,1,Monday,0,361.04
Brown's Bar,Malibu,2023-01-12,399.42,2023,1,Thursday,3,380.23
Brown's Bar,Malibu,2023-02-06,466.79,2023,2,Monday,0,409.0833333333333
Brown's Bar,Malibu,2023-02-08,578.77,2023,2,Wednesday,2,451.505
Brown's Bar,Malibu,2023-03-01,297.94,2023,3,Wednesday,2,420.79200000000003
Brown's Bar,Malibu,2023-03-03,108.53,2023,3,Friday,4,368.7483333333333
Brown's Bar,Malibu,2023-03-04,166.23,2023,3,Saturday,5,339.8171428571428
Brown's Bar,Malibu,2023-04-01,223.43,2023,4,Saturday,5,320.15857142857146
Brown's Bar,Malibu,2023-04-03,0.0,2023,4,Monday,0,263.09857142857146
Brown's Bar,Malibu,2023-04-10,0.0,2023,4,Monday,0,196.41428571428574
Brown's Bar,Malibu,2023-06-02,246.21,2023,6,Friday,4,148.90571428571428
Brown's Bar,Malibu,2023-06-03,28.06,2023,6,Saturday,5,110.35142857142856
Brown's Bar,Malibu,2023-06-09,0.0,2023,6,Friday,4,94.84714285714286
Brown's Bar,Malibu,2023-06-10,112.89,2023,6,Saturday,5,87.22714285714287
Brown's Bar,Malibu,2023-06-12,385.96,2023,6,Monday,0,110.44571428571429
Brown's Bar,Malibu,2023-07-02,481.64,2023,7,Sunday,6,179.25142857142856
Brown's Bar,Malibu,2023-07-06,352.14,2023,7,Thursday,3,229.55714285714288
Brown's Bar,Malibu,2023-07-09,133.64,2023,7,Sunday,6,213.47571428571428
Brown's Bar,Malibu,2023-08-02,126.03,2023,8,Wednesday,2,227.47142857142856
Brown's Bar,Malibu,2023-08-08,545.61,2023,8,Tuesday,1,305.4157142857143
Brown's Bar,Malibu,2023-08-09,362.18,2023,8,Wednesday,2,341.0285714285714
Brown's Bar,Malibu,2023-09-03,417.71,2023,9,Sunday,6,345.5642857142857
Brown's Bar,Malibu,2023-10-09,275.05,2023,10,Monday,0,316.0514285714286
Brown's Bar,Malibu,2023-11-01,273.33,2023,11,Wednesday,2,304.79285714285714
Brown's Bar,Malibu,2023-11-03,0.0,2023,11,Friday,4,285.70142857142855
Brown's Bar,Malibu,2023-11-05,0.0,2023,11,Sunday,6,267.69714285714286
Brown's Bar,Malibu,2023-11-07,0.0,2023,11,Tuesday,1,189.75285714285715
Brown's Bar,Malibu,2023-11-09,0.0,2023,11,Thursday,3,138.01285714285714
Brown's Bar,Malibu,2023-12-02,122.48,2023,12,Saturday,5,95.83714285714287
Brown's Bar,Malibu,2023-12-10,308.83,2023,12,Sunday,6,100.66285714285713
Brown's Bar,Malibu,2024-01-01,416.29,2024,1,Monday,0,121.08571428571429
Brown's Bar,Miller,2023-01-05,135.16,2023,1,Thursday,3,135.16
Brown's Bar,Miller,2023-02-01,442.45,2023,2,Wednesday,2,288.805
Brown's Bar,Miller,2023-02-12,450.46,2023,2,Sunday,6,342.69
Brown's Bar,Miller,2023-03-03,219.34,2023,3,Friday,4,311.85249999999996
Brown's Bar,Miller,2023-03-10,370.54,2023,3,Friday,4,323.59
Brown's Bar,Miller,2023-03-11,92.1,2023,3,Saturday,5,285.0083333333333
Brown's Bar,Miller,2023-04-01,0.0,2023,4,Saturday,5,244.29285714285714
Brown's Bar,Miller,2023-04-06,0.0,2023,4,Thursday,3,224.9842857142857
Brown's Bar,Miller,2023-04-09,267.79,2023,4,Sunday,6,200.03285714285715
Brown's Bar,Miller,2023-05-04,0.0,2023,5,Thursday,3,135.68142857142857
Brown's Bar,Miller,2023-06-11,514.76,2023,6,Sunday,6,177.8842857142857
Brown's Bar,Miller,2023-06-12,477.6,2023,6,Monday,0,193.17857142857142
Brown's Bar,Miller,2023-07-05,371.58,2023,7,Wednesday,2,233.1042857142857
Brown's Bar,Miller,2023-07-07,444.71,2023,7,Friday,4,296.63428571428574
Brown's Bar,Miller,2023-07-09,421.37,2023,7,Sunday,6,356.83
Brown's Bar,Miller,2023-07-10,412.94,2023,7,Monday,0,377.5657142857143
Brown's Bar,Miller,2023-07-11,268.63,2023,7,Tuesday,1,415.9414285714286
Brown's Bar,Miller,2023-09-02,280.09,2023,9,Saturday,5,382.4171428571428
Brown's Bar,Miller,2023-09-04,0.0,2023,9,Monday,0,314.1885714285714
Brown's Bar,Miller,2023-09-10,567.81,2023,9,Sunday,6,342.22142857142853
Brown's Bar,Miller,2023-10-01,426.98,2023,10,Sunday,6,339.6885714285714
Brown's Bar,Miller,2023-10-02,377.32,2023,10,Monday,0,333.3957142857143
Brown's Bar,Miller,2023-10-04,539.17,2023,10,Wednesday,2,351.42857142857144
Brown's Bar,Miller,2023-10-09,157.52,2023,10,Monday,0,335.55571428571426
Brown's Bar,Miller,2023-10-12,122.62,2023,10,Thursday,3,313.06
Brown's Bar,Miller,2023-11-12,254.1,2023,11,Sunday,6,349.36
Brown's Bar,Miller,2023-12-02,146.88,2023,12,Saturday,5,289.22714285714284
Brown's Bar,Miller,2023-12-03,74.02,2023,12,Sunday,6,238.8042857142857
Brown's Bar,Miller,2023-12-04,0.0,2023,12,Monday,0,184.90142857142857
Brown's Bar,Miller,2023-12-11,136.03,2023,12,Monday,0,127.30999999999997
Brown's Bar,Smirnoff,2023-01-06,407.21,2023,1,Friday,4,407.21
Brown's Bar,Smirnoff,2023-02-07,0.0,2023,2,Tuesday,1,203.605
Brown's Bar,Smirnoff,2023-03-06,0.0,2023,3,Monday,0,135.73666666666665
Brown's Bar,Smirnoff,2023-04-01,375.38,2023,4,Saturday,5,195.64749999999998
Brown's Bar,Smirnoff,2023-04-02,103.06,2023,4,Sunday,6,177.13
Brown's Bar,Smirnoff,2023-04-04,242.29,2023,4,Tuesday,1,187.99
Brown's Bar,Smirnoff,2023-04-10,0.0,2023,4,Monday,0,161.1342857142857
Brown's Bar,Smirnoff,2023-04-11,0.0,2023,4,Tuesday,1,102.96142857142856
Brown's Bar,Smirnoff,2023-04-12,0.0,2023,4,Wednesday,2,102.96142857142857
Brown's Bar,Smirnoff,2023-05-02,373.31,2023,5,Tuesday,1,156.29142857142855
Brown's Bar,Smirnoff,2023-05-07,326.09,2023,5,Sunday,6,149.25
Brown's Bar,Smirnoff,2023-06-01,321.59,2023,6,Thursday,3,180.46857142857144
Brown's Bar,Smirnoff,2023-06-03,129.3,2023,6,Saturday,5,164.32714285714286
Brown's Bar,Smirnoff,2023-06-06,145.32,2023,6,Tuesday,1,185.08714285714288
Brown's Bar,Smirnoff,2023-06-08,470.18,2023,6,Thursday,3,252.25571428571428
Brown's Bar,Smirnoff,2023-06-09,152.8,2023,6,Friday,4,274.0842857142857
Brown's Bar,Smirnoff,2023-06-11,205.94,2023,6,Sunday,6,250.17428571428573
Brown's Bar,Smirnoff,2023-07-01,158.01,2023,7,Saturday,5,226.16285714285712
Brown's Bar,Smirnoff,2023-07-04,0.0,2023,7,Tuesday,1,180.22142857142856
Brown's Bar,Smirnoff,2023-07-07,512.74,2023,7,Friday,4,234.99857142857144
Brown's Bar,Smirnoff,2023-08-03,0.0,2023,8,Thursday,3,214.23857142857145
Brown's Bar,Smirnoff,2023-08-05,538.33,2023,8,Saturday,5,223.97428571428574
Brown's Bar,Smirnoff,2023-08-12,524.84,2023,8,Saturday,5,277.12285714285713
Brown's Bar,Smirnoff,2023-09-04,0.0,2023,9,Monday,0,247.70285714285714
Brown's Bar,Smirnoff,2023-11-06,257.14,2023,11,Monday,0,261.86428571428576
Brown's Bar,Smirnoff,2023-11-07,547.64,2023,11,Tuesday,1,340.09857142857146
Brown's Bar,Smirnoff,2023-11-08,462.7,2023,11,Wednesday,2,332.95
Brown's Bar,Smirnoff,2023-12-02,422.25,2023,12,Saturday,5,393.2714285714286
Brown's Bar,Smirnoff,2023-12-03,130.34,2023,12,Sunday,6,334.9871428571429
Brown's Bar,Smirnoff,2023-12-11,331.4,2023,12,Monday,0,307.3528571428571
Brown's Bar,Smirnoff,2024-01-01,252.39,2024,1,Monday,0,343.4085714285714
Brown's Bar,Sutter Home,2023-01-03,309.29,2023,1,Tuesday,1,309.29
Brown's Bar,Sutter Home,2023-01-04,146.13,2023,1,Wednesday,2,227.71
Brown's Bar,Sutter Home,2023-01-12,288.22,2023,1,Thursday,3,247.88000000000002
Brown's Bar,Sutter Home,2023-03-01,0.0,2023,3,Wednesday,2,185.91000000000003
Brown's Bar,Sutter Home,2023-04-01,0.0,2023,4,Saturday,5,148.728
Brown's Bar,Sutter Home,2023-04-04,0.0,2023,4,Tuesday,1,123.94000000000001
Brown's Bar,Sutter Home,2023-04-06,0.0,2023,4,Thursday,3,106.23428571428573
Brown's Bar,Sutter Home,2023-04-10,0.0,2023,4,Monday,0,62.050000000000004
Brown's Bar,Sutter Home,2023-05-04,322.52,2023,5,Thursday,3,87.24857142857142
Brown's Bar,Sutter Home,2023-05-05,122.3,2023,5,Friday,4,63.54571428571428
Brown's Bar,Sutter Home,2023-05-10,594.05,2023,5,Wednesday,2,148.41
Brown's Bar,Sutter Home,2023-05-11,557.85,2023,5,Thursday,3,228.10285714285712
Brown's Bar,Sutter Home,2023-06-06,518.95,2023,6,Tuesday,1,302.23857142857145
Brown's Bar,Sutter Home,2023-06-09,404.72,2023,6,Friday,4,360.05571428571426
Brown's Bar,Sutter Home,2023-06-11,169.83,2023,6,Sunday,6,384.3171428571428
Brown's Bar,Sutter Home,2023-07-02,150.08,2023,7,Sunday,6,359.6828571428572
Brown's Bar,Sutter Home,2023-07-07,488.99,2023,7,Friday,4,412.0671428571428
Brown's Bar,Sutter Home,2023-07-08,366.81,2023,7,Saturday,5,379.6042857142857
Brown's Bar,Sutter Home,2023-08-03,492.45,2023,8,Thursday,3,370.2614285714286
Brown's Bar,Sutter Home,2023-08-08,184.56,2023,8,Tuesday,1,322.49142857142857
Brown's Bar,Sutter Home,2023-09-03,363.11,2023,9,Sunday,6,316.54714285714283
Brown's Bar,Sutter Home,2023-09-07,221.91,2023,9,Thursday,3,323.9871428571428
Brown's Bar,Sutter Home,2023-09-09,371.92,2023,9,Saturday,5,355.67857142857144
Brown's Bar,Sutter Home,2023-09-12,144.29,2023,9,Tuesday,1,306.4357142857143
Brown's Bar,Sutter Home,2023-11-02,117.54,2023,11,Thursday,3,270.8257142857143
Brown's Bar,Sutter Home,2023-11-09,311.54,2023,11,Thursday,3,244.98142857142858
Brown's Bar,Sutter Home,2023-11-12,321.54,2023,11,Sunday,6,264.55
Brown's Bar,Sutter Home,2023-12-01,179.96,2023,12,Friday,4,238.3857142857143
Brown's Bar,Yellow Tail,2023-01-02,535.95,2023,1,Monday,0,535.95
Brown's Bar,Yellow Tail,2023-01-05,552.5,2023,1,Thursday,3,544.225
Brown's Bar,Yellow Tail,2023-02-09,475.53,2023,2,Thursday,3,521.3266666666667
Brown's Bar,Yellow Tail,2023-02-11,451.63,2023,2,Saturday,5,503.90250000000003
Brown's Bar,Yellow Tail,2023-03-02,371.08,2023,3,Thursday,3,477.338
Brown's Bar,Yellow Tail,2023-03-03,311.68,2023,3,Friday,4,449.7283333333333
Brown's Bar,Yellow Tail,2023-03-08,0.0,2023,3,Wednesday,2,385.4814285714286
Brown's Bar,Yellow Tail,2023-03-09,195.62,2023,3,Thursday,3,336.86285714285714
Brown's Bar,Yellow Tail,2023-03-11,338.96,2023,3,Saturday,5,306.35714285714283
Brown's Bar,Yellow Tail,2023-04-09,498.46,2023,4,Sunday,6,309.6328571428571
Brown's Bar,Yellow Tail,2023-04-12,269.39,2023,4,Wednesday,2,283.5985714285714
Brown's Bar,Yellow Tail,2023-05-06,397.5,2023,5,Saturday,5,287.37285714285713
Brown's Bar,Yellow Tail,2023-05-09,387.57,2023,5,Tuesday,1,298.2142857142857
Brown's Bar,Yellow Tail,2023-06-01,327.11,2023,6,Thursday,3,344.9442857142857
Brown's Bar,Yellow Tail,2023-06-04,319.12,2023,6,Sunday,6,362.58714285714285
Brown's Bar,Yellow Tail,2023-06-07,127.8,2023,6,Wednesday,2,332.4214285714285
Brown's Bar,Yellow Tail,2023-06-10,404.03,2023,6,Saturday,5,318.93142857142857
Brown's Bar,Yellow Tail,2023-07-04,0.0,2023,7,Tuesday,1,280.44714285714286
Brown's Bar,Yellow Tail,2023-07-12,188.24,2023,7,Wednesday,2,250.55285714285714
Brown's Bar,Yellow Tail,2023-08-07,539.16,2023,8,Monday,0,272.2085714285714
Brown's Bar,Yellow Tail,2023-08-09,122.47,2023,8,Wednesday,2,242.9742857142857
Brown's Bar,Yellow Tail,2023-08-10,219.73,2023,8,Thursday,3,228.7757142857143
Brown's Bar,Yellow Tail,2023-09-01,329.69,2023,9,Friday,4,257.6171428571429
Brown's Bar,Yellow Tail,2023-09-02,547.57,2023,9,Saturday,5,278.12285714285713
Brown's Bar,Yellow Tail,2023-09-04,0.0,2023,9,Monday,0,278.1228571428572
Brown's Bar,Yellow Tail,2023-09-08,315.52,2023,9,Friday,4,296.30571428571426
Brown's Bar,Yellow Tail,2023-10-05,451.03,2023,10,Thursday,3,283.7157142857143
Brown's Bar,Yellow Tail,2023-10-06,136.35,2023,10,Friday,4,285.6985714285714
Brown's Bar,Yellow Tail,2023-10-09,244.03,2023,10,Monday,0,289.17
Brown's Bar,Yellow Tail,2023-10-11,544.0,2023,10,Wednesday,2,319.7857142857143
Brown's Bar,Yellow Tail,2023-11-01,620.5,2023,11,Wednesday,2,330.2042857142857
Brown's Bar,Yellow Tail,2023-11-03,207.92,2023,11,Friday,4,359.90714285714284
Brown's Bar,Yellow Tail,2023-11-10,217.05,2023,11,Friday,4,345.84000000000003
Brown's Bar,Yellow Tail,2023-12-02,280.2,2023,12,Saturday,5,321.4357142857143
Brown's Bar,Yellow Tail,2023-12-05,312.9,2023,12,Tuesday,1,346.65714285714284
Brown's Bar,Yellow Tail,2023-12-12,422.21,2023,12,Tuesday,1,372.1114285714285
Johnson's Bar,Absolut,2023-01-08,224.63,2023,1,Sunday,6,224.63
Johnson's Bar,Absolut,2023-02-02,215.34,2023,2,Thursday,3,219.985
Johnson's Bar,Absolut,2023-02-09,299.13,2023,2,Thursday,3,246.36666666666667
Johnson's Bar,Absolut,2023-03-05,562.65,2023,3,Sunday,6,325.4375
Johnson's Bar,Absolut,2023-03-07,363.76,2023,3,Tuesday,1,333.102
Johnson's Bar,Absolut,2023-03-08,0.0,2023,3,Wednesday,2,277.585
Johnson's Bar,Absolut,2023-03-11,246.77,2023,3,Saturday,5,273.18285714285713
Johnson's Bar,Absolut,2023-04-02,368.18,2023,4,Sunday,6,293.69
Johnson's Bar,Absolut,2023-04-05,293.36,2023,4,Wednesday,2,304.8357142857143
Johnson's Bar,Absolut,2023-04-06,276.64,2023,4,Thursday,3,301.6228571428571
Johnson's Bar,Absolut,2023-04-07,343.93,2023,4,Friday,4,270.37714285714287
Johnson's Bar,Absolut,2023-04-08,275.24,2023,4,Saturday,5,257.7314285714286
Johnson's Bar,Absolut,2023-04-09,0.0,2023,4,Sunday,6,257.7314285714286
Johnson's Bar,Absolut,2023-05-06,297.72,2023,5,Saturday,5,265.01000000000005
Johnson's Bar,Absolut,2023-05-07,461.82,2023,5,Sunday,6,278.38714285714286
Johnson's Bar,Absolut,2023-06-06,408.78,2023,6,Tuesday,1,294.8757142857143
Johnson's Bar,Absolut,2023-06-09,375.08,2023,6,Friday,4,308.93857142857144
Johnson's Bar,Absolut,2023-07-05,447.5,2023,7,Wednesday,2,323.7342857142857
Johnson's Bar,Absolut,2023-07-07,479.51,2023,7,Friday,4,352.9157142857143
Johnson's Bar,Absolut,2023-07-12,314.83,2023,7,Wednesday,2,397.89142857142855
Johnson's Bar,Absolut,2023-08-05,561.08,2023,8,Saturday,5,435.5142857142858
Johnson's Bar,Absolut,2023-08-11,455.3,2023,8,Friday,4,434.5828571428571
Johnson's Bar,Absolut,2023-09-02,497.9,2023,9,Saturday,5,447.31428571428575
Johnson's Bar,Absolut,2023-09-03,589.28,2023,9,Sunday,6,477.91428571428565
Johnson's Bar,Absolut,2023-09-06,163.08,2023,9,Wednesday,2,437.28285714285715
Johnson's Bar,Absolut,2023-10-03,307.18,2023,10,Tuesday,1,412.6642857142857
Johnson's Bar,Absolut,2023-10-06,239.95,2023,10,Friday,4,401.96714285714285
Johnson's Bar,Absolut,2023-10-10,164.49,2023,10,Tuesday,1,345.31142857142856
Johnson's Bar,Absolut,2023-11-10,503.39,2023,11,Friday,4,352.18142857142857
Johnson's Bar,Absolut,2023-11-12,480.6,2023,11,Sunday,6,349.71
Johnson's Bar,Absolut,2023-12-02,253.08,2023,12,Saturday,5,301.68142857142857
Johnson's Bar,Absolut,2023-12-03,173.92,2023,12,Sunday,6,303.23
Johnson's Bar,Absolut,2023-12-04,161.34,2023,12,Monday,0,282.3957142857143
Johnson's Bar,Absolut,2023-12-10,137.43,2023,12,Sunday,6,267.75
Johnson's Bar,Absolut,2023-12-11,340.37,2023,12,Monday,0,292.8757142857143
Johnson's Bar,Bacardi,2023-01-10,527.11,2023,1,Tuesday,1,527.11
Johnson's Bar,Bacardi,2023-02-04,417.27,2023,2,Saturday,5,472.19
Johnson's Bar,Bacardi,2023-02-07,744.74,2023,2,Tuesday,1,563.04
Johnson's Bar,Bacardi,2023-04-01,540.75,2023,4,Saturday,5,557.4675
Johnson's Bar,Bacardi,2023-05-06,0.0,2023,5,Saturday,5,445.974
Johnson's Bar,Bacardi,2023-05-09,0.0,2023,5,Tuesday,1,371.645
Johnson's Bar,Bacardi,2023-06-05,128.92,2023,6,Monday,0,336.96999999999997
Johnson's Bar,Bacardi,2023-07-02,443.86,2023,7,Sunday,6,325.07714285714286
Johnson's Bar,Bacardi,2023-07-04,0.0,2023,7,Tuesday,1,265.46714285714285
Johnson's Bar,Bacardi,2023-07-08,0.0,2023,7,Saturday,5,159.07571428571433
Johnson's Bar,Bacardi,2023-07-10,0.0,2023,7,Monday,0,81.82571428571428
Johnson's Bar,Bacardi,2023-08-05,216.19,2023,8,Saturday,5,112.71000000000001
Johnson's Bar,Bacardi,2023-08-11,555.14,2023,8,Friday,4,192.01571428571427
Johnson's Bar,Bacardi,2023-09-05,302.17,2023,9,Tuesday,1,216.76571428571427
Johnson's Bar,Bacardi,2023-10-05,359.42,2023,10,Thursday,3,204.70285714285714
Johnson's Bar,Bacardi,2023-11-07,524.11,2023,11,Tuesday,1,279.5757142857143
Johnson's Bar,Bacardi,2023-12-10,502.67,2023,12,Sunday,6,351.38571428571424
